Day,Month,Year,Date,Reason Group 1,Reason Group 2,Reason Group 3,Reason Group 4,Transportation Expense,Distance to Work,Age,Daily Work Load Average,Body Mass Index,Education,Children,Pets,Absenteeism Time in Hours
5,4,2018,2018-04-05,1,0,0,0,189,29,33,246.288,25,0,2,2,8
6,4,2018,2018-04-06,0,0,0,1,179,26,30,246.288,19,1,0,0,2
9,4,2018,2018-04-09,1,0,0,0,369,17,31,246.288,25,0,3,0,24
10,4,2018,2018-04-10,0,1,0,0,179,22,40,246.288,22,1,2,0,2
10,4,2018,2018-04-10,0,0,0,1,118,13,50,246.288,31,0,1,0,3
10,4,2018,2018-04-10,0,0,0,1,361,52,28,246.288,27,0,1,4,2
11,4,2018,2018-04-11,1,0,0,0,118,10,37,246.288,28,0,0,0,2
13,4,2018,2018-04-13,0,0,0,1,235,11,37,246.288,29,1,1,1,8
13,4,2018,2018-04-13,0,0,0,1,179,26,30,246.288,19,1,0,0,2
16,4,2018,2018-04-16,0,0,1,0,225,26,28,246.288,24,0,1,2,8
17,4,2018,2018-04-17,0,1,0,0,235,16,32,246.288,25,1,0,0,3
20,4,2018,2018-04-20,0,0,0,1,179,26,30,246.288,19,1,0,0,2
24,4,2018,2018-04-24,0,0,0,1,155,12,34,246.288,25,0,2,0,4
26,4,2018,2018-04-26,0,0,1,0,225,26,28,246.288,24,0,1,2,8
26,4,2018,2018-04-26,1,0,0,0,118,13,50,246.288,31,0,1,0,2
27,4,2018,2018-04-27,0,0,0,1,179,26,30,246.288,19,1,0,0,2
7,5,2018,2018-05-07,0,0,0,1,235,11,37,237.656,29,1,1,1,8
9,5,2018,2018-05-09,0,0,1,0,225,15,41,237.656,28,1,2,2,3
9,5,2018,2018-05-09,0,0,0,1,235,16,32,237.656,25,1,0,0,2
9,5,2018,2018-05-09,1,0,0,0,118,10,37,237.656,28,0,0,0,3
9,5,2018,2018-05-09,0,0,0,1,235,20,43,237.656,38,0,1,0,8
10,5,2018,2018-05-10,1,0,0,0,179,26,30,237.656,19,1,0,0,1
10,5,2018,2018-05-10,0,0,0,1,291,31,40,237.656,25,0,1,1,2
10,5,2018,2018-05-10,1,0,0,0,225,15,41,237.656,28,1,2,2,8
11,5,2018,2018-05-11,0,0,1,0,300,26,43,237.656,25,0,2,1,64
11,5,2018,2018-05-11,0,0,0,1,225,15,41,237.656,28,1,2,2,8
11,5,2018,2018-05-11,0,0,0,1,179,26,30,237.656,19,1,0,0,2
14,5,2018,2018-05-14,0,0,0,1,118,13,50,237.656,31,0,1,0,2
15,5,2018,2018-05-15,1,0,0,0,118,13,50,237.656,31,0,1,0,3
15,5,2018,2018-05-15,0,0,0,1,118,10,37,237.656,28,0,0,0,1
15,5,2018,2018-05-15,0,0,0,0,118,13,50,237.656,31,0,1,0,0
16,5,2018,2018-05-16,0,0,0,1,179,26,30,237.656,19,1,0,0,2
16,5,2018,2018-05-16,0,0,0,0,378,49,36,237.656,21,0,2,4,0
18,5,2018,2018-05-18,0,1,0,0,179,22,40,237.656,22,1,2,0,1
21,5,2018,2018-05-21,1,0,0,0,155,12,34,237.656,25,0,2,0,48
21,5,2018,2018-05-21,1,0,0,0,235,16,32,237.656,25,1,0,0,8
23,5,2018,2018-05-23,0,0,0,1,291,31,40,237.656,25,0,1,1,8
23,5,2018,2018-05-23,1,0,0,0,179,22,40,237.656,22,1,2,0,8
23,5,2018,2018-05-23,1,0,0,0,225,26,28,237.656,24,0,1,2,3
24,5,2018,2018-05-24,1,0,0,0,330,16,28,237.656,25,1,0,0,8
24,5,2018,2018-05-24,0,0,0,1,235,16,32,237.656,25,1,0,0,2
31,5,2018,2018-05-31,0,0,0,1,291,31,40,237.656,25,0,1,1,2
